Algorithm,Iteration,costValue
AntColonyAlg,0,12.80
AntColonyAlg,1,12.80
AntColonyAlg,2,12.80
AntColonyAlg,3,12.60
AntColonyAlg,4,12.60
AntColonyAlg,5,12.60
AntColonyAlg,6,12.60
AntColonyAlg,7,12.60
AntColonyAlg,8,12.60
AntColonyAlg,9,12.60
AntColonyAlg,10,12.60
AntColonyAlg,11,12.60
AntColonyAlg,12,12.60
AntColonyAlg,13,12.40
AntColonyAlg,14,12.40
AntColonyAlg,15,12.40
AntColonyAlg,16,12.40
AntColonyAlg,17,12.40
AntColonyAlg,18,12.40
AntColonyAlg,19,12.40
AntColonyAlg,20,12.40
AntColonyAlg,21,12.40
AntColonyAlg,22,12.40
AntColonyAlg,23,12.40
AntColonyAlg,24,12.40
AntColonyAlg,25,12.40
AntColonyAlg,26,12.40
AntColonyAlg,27,12.40
AntColonyAlg,28,12.40
AntColonyAlg,29,12.40
AntColonyAlg,30,12.40
AntColonyAlg,31,12.40
AntColonyAlg,32,12.40
AntColonyAlg,33,12.40
AntColonyAlg,34,12.40
AntColonyAlg,35,12.40
AntColonyAlg,36,12.40
AntColonyAlg,37,12.40
AntColonyAlg,38,12.40
AntColonyAlg,39,12.40
AntColonyAlg,40,12.40
AntColonyAlg,41,12.40
AntColonyAlg,42,12.40
AntColonyAlg,43,12.40
AntColonyAlg,44,12.40
AntColonyAlg,45,12.40
AntColonyAlg,46,12.40
AntColonyAlg,47,12.40
AntColonyAlg,48,12.40
AntColonyAlg,49,12.40
AntColonyAlg,50,12.40
AntColonyAlg,51,12.40
AntColonyAlg,52,12.40
AntColonyAlg,53,12.40
AntColonyAlg,54,12.40
AntColonyAlg,55,12.40
AntColonyAlg,56,12.40
AntColonyAlg,57,12.40
AntColonyAlg,58,12.40
AntColonyAlg,59,12.40
AntColonyAlg,60,12.40
AntColonyAlg,61,12.40
AntColonyAlg,62,12.40
AntColonyAlg,63,12.40
AntColonyAlg,64,12.40
AntColonyAlg,65,12.40
AntColonyAlg,66,12.40
AntColonyAlg,67,12.40
AntColonyAlg,68,12.40
AntColonyAlg,69,12.40
AntColonyAlg,70,12.40
AntColonyAlg,71,12.40
AntColonyAlg,72,12.40
AntColonyAlg,73,12.40
AntColonyAlg,74,12.40
AntColonyAlg,75,12.40
AntColonyAlg,76,12.40
AntColonyAlg,77,12.40
AntColonyAlg,78,12.40
AntColonyAlg,79,12.40
AntColonyAlg,80,12.40
AntColonyAlg,81,12.40
AntColonyAlg,82,12.40
AntColonyAlg,83,12.40
AntColonyAlg,84,12.40
AntColonyAlg,85,12.40
AntColonyAlg,86,12.40
AntColonyAlg,87,12.40
AntColonyAlg,88,12.40
AntColonyAlg,89,12.40
AntColonyAlg,90,12.40
AntColonyAlg,91,12.40
AntColonyAlg,92,12.40
AntColonyAlg,93,12.40
AntColonyAlg,94,12.40
AntColonyAlg,95,12.40
AntColonyAlg,96,12.40
AntColonyAlg,97,12.40
AntColonyAlg,98,12.40
AntColonyAlg,99,12.40
AntColonyAlg,0,12.80
AntColonyAlg,1,12.80
AntColonyAlg,2,12.80
AntColonyAlg,3,12.40
AntColonyAlg,4,12.40
AntColonyAlg,5,12.40
AntColonyAlg,6,12.40
AntColonyAlg,7,12.40
AntColonyAlg,8,12.40
AntColonyAlg,9,12.40
AntColonyAlg,10,12.40
AntColonyAlg,11,12.40
AntColonyAlg,12,12.40
AntColonyAlg,13,12.40
AntColonyAlg,14,12.40
AntColonyAlg,15,12.40
AntColonyAlg,16,12.40
AntColonyAlg,17,12.40
AntColonyAlg,18,12.40
AntColonyAlg,19,12.40
AntColonyAlg,20,12.40
AntColonyAlg,21,12.40
AntColonyAlg,22,12.40
AntColonyAlg,23,12.40
AntColonyAlg,24,12.40
AntColonyAlg,25,12.40
AntColonyAlg,26,12.40
AntColonyAlg,27,12.40
AntColonyAlg,28,12.40
AntColonyAlg,29,12.40
AntColonyAlg,30,12.40
AntColonyAlg,31,12.40
AntColonyAlg,32,12.40
AntColonyAlg,33,12.40
AntColonyAlg,34,12.40
AntColonyAlg,35,12.40
AntColonyAlg,36,12.40
AntColonyAlg,37,12.40
AntColonyAlg,38,12.40
AntColonyAlg,39,12.40
AntColonyAlg,40,12.40
AntColonyAlg,41,12.40
AntColonyAlg,42,12.40
AntColonyAlg,43,12.40
AntColonyAlg,44,12.40
AntColonyAlg,45,12.40
AntColonyAlg,46,12.40
AntColonyAlg,47,12.40
AntColonyAlg,48,12.40
AntColonyAlg,49,12.40
AntColonyAlg,50,12.40
AntColonyAlg,51,12.40
AntColonyAlg,52,12.40
AntColonyAlg,53,12.40
AntColonyAlg,54,12.40
AntColonyAlg,55,12.40
AntColonyAlg,56,12.40
AntColonyAlg,57,12.40
AntColonyAlg,58,12.40
AntColonyAlg,59,12.40
AntColonyAlg,60,12.40
AntColonyAlg,61,12.40
AntColonyAlg,62,12.40
AntColonyAlg,63,12.40
AntColonyAlg,64,12.40
AntColonyAlg,65,12.40
AntColonyAlg,66,12.20
AntColonyAlg,67,12.20
AntColonyAlg,68,12.20
AntColonyAlg,69,12.20
AntColonyAlg,70,12.20
AntColonyAlg,71,12.20
AntColonyAlg,72,12.20
AntColonyAlg,73,12.20
AntColonyAlg,74,12.20
AntColonyAlg,75,12.20
AntColonyAlg,76,12.20
AntColonyAlg,77,12.20
AntColonyAlg,78,12.20
AntColonyAlg,79,12.20
AntColonyAlg,80,12.00
AntColonyAlg,81,12.00
AntColonyAlg,82,12.00
AntColonyAlg,83,12.00
AntColonyAlg,84,12.00
AntColonyAlg,85,12.00
AntColonyAlg,86,12.00
AntColonyAlg,87,12.00
AntColonyAlg,88,12.00
AntColonyAlg,89,12.00
AntColonyAlg,90,12.00
AntColonyAlg,91,12.00
AntColonyAlg,92,12.00
AntColonyAlg,93,12.00
AntColonyAlg,94,12.00
AntColonyAlg,95,12.00
AntColonyAlg,96,12.00
