Algorithm,Iteration,TotalConstraintViolations
AntColonyAlg,0,52
AntColonyAlg,1,50
AntColonyAlg,2,50
AntColonyAlg,3,50
AntColonyAlg,4,50
AntColonyAlg,5,50
AntColonyAlg,6,50
AntColonyAlg,7,50
AntColonyAlg,8,50
AntColonyAlg,9,50
AntColonyAlg,10,50
AntColonyAlg,11,50
AntColonyAlg,12,50
AntColonyAlg,13,50
AntColonyAlg,14,50
AntColonyAlg,15,50
AntColonyAlg,16,50
AntColonyAlg,17,50
AntColonyAlg,18,50
AntColonyAlg,19,50
AntColonyAlg,20,50
AntColonyAlg,21,50
AntColonyAlg,22,50
AntColonyAlg,23,50
AntColonyAlg,24,50
AntColonyAlg,25,50
AntColonyAlg,26,50
AntColonyAlg,27,50
AntColonyAlg,28,50
AntColonyAlg,29,50
AntColonyAlg,30,50
AntColonyAlg,31,50
AntColonyAlg,32,50
AntColonyAlg,33,51
AntColonyAlg,34,51
AntColonyAlg,35,51
AntColonyAlg,36,51
AntColonyAlg,37,51
AntColonyAlg,38,51
AntColonyAlg,39,51
AntColonyAlg,40,51
AntColonyAlg,41,51
AntColonyAlg,42,51
AntColonyAlg,43,51
AntColonyAlg,44,51
AntColonyAlg,45,51
AntColonyAlg,46,51
AntColonyAlg,47,51
AntColonyAlg,48,51
AntColonyAlg,49,51
AntColonyAlg,50,51
AntColonyAlg,51,51
AntColonyAlg,52,51
AntColonyAlg,53,51
AntColonyAlg,54,51
AntColonyAlg,55,51
AntColonyAlg,56,51
AntColonyAlg,57,51
AntColonyAlg,58,51
AntColonyAlg,59,51
AntColonyAlg,60,51
AntColonyAlg,61,51
AntColonyAlg,62,51
AntColonyAlg,63,51
AntColonyAlg,64,51
AntColonyAlg,65,51
AntColonyAlg,66,51
AntColonyAlg,67,51
AntColonyAlg,68,51
AntColonyAlg,69,51
AntColonyAlg,70,51
AntColonyAlg,71,51
AntColonyAlg,72,51
AntColonyAlg,73,51
AntColonyAlg,74,51
AntColonyAlg,75,51
AntColonyAlg,76,51
AntColonyAlg,77,51
AntColonyAlg,78,51
AntColonyAlg,79,51
AntColonyAlg,80,51
AntColonyAlg,81,51
AntColonyAlg,82,51
AntColonyAlg,83,51
AntColonyAlg,84,51
AntColonyAlg,85,51
AntColonyAlg,86,51
AntColonyAlg,87,51
AntColonyAlg,88,51
AntColonyAlg,89,51
AntColonyAlg,90,51
AntColonyAlg,91,51
AntColonyAlg,92,51
AntColonyAlg,93,51
AntColonyAlg,94,51
AntColonyAlg,95,51
AntColonyAlg,96,51
AntColonyAlg,97,51
AntColonyAlg,98,51
AntColonyAlg,99,51
