Algorithm,Iteration,costValue
GeneticAlg,0,17.00
GeneticAlg,1,15.60
GeneticAlg,2,15.00
GeneticAlg,3,14.80
GeneticAlg,4,14.20
GeneticAlg,5,14.20
GeneticAlg,6,13.40
GeneticAlg,7,13.20
GeneticAlg,8,12.60
GeneticAlg,9,12.40
GeneticAlg,10,12.20
GeneticAlg,11,12.20
GeneticAlg,12,12.00
GeneticAlg,13,11.80
GeneticAlg,14,11.80
GeneticAlg,15,11.60
GeneticAlg,16,11.60
GeneticAlg,17,11.40
GeneticAlg,18,11.40
GeneticAlg,19,11.20
GeneticAlg,20,11.20
GeneticAlg,21,11.20
GeneticAlg,22,11.20
GeneticAlg,23,11.20
GeneticAlg,24,11.20
GeneticAlg,25,11.20
GeneticAlg,26,11.20
GeneticAlg,27,11.20
GeneticAlg,28,11.20
GeneticAlg,29,11.20
GeneticAlg,30,11.20
GeneticAlg,31,11.20
GeneticAlg,32,11.20
GeneticAlg,33,11.20
GeneticAlg,34,11.20
GeneticAlg,35,11.20
GeneticAlg,36,11.20
GeneticAlg,37,11.20
GeneticAlg,38,11.20
GeneticAlg,39,11.20
GeneticAlg,40,11.20
GeneticAlg,41,11.20
GeneticAlg,42,11.20
GeneticAlg,43,11.20
GeneticAlg,44,11.20
GeneticAlg,45,11.20
GeneticAlg,46,11.20
GeneticAlg,47,11.20
GeneticAlg,48,11.20
GeneticAlg,49,11.20
GeneticAlg,50,11.20
GeneticAlg,51,11.20
GeneticAlg,52,11.20
GeneticAlg,53,11.20
GeneticAlg,54,11.20
GeneticAlg,55,11.20
GeneticAlg,56,11.20
GeneticAlg,57,11.20
GeneticAlg,58,11.20
GeneticAlg,59,11.20
GeneticAlg,60,11.20
GeneticAlg,61,11.20
GeneticAlg,62,11.20
GeneticAlg,63,11.20
GeneticAlg,64,11.20
GeneticAlg,65,11.20
GeneticAlg,66,11.20
GeneticAlg,67,11.20
GeneticAlg,68,11.20
GeneticAlg,69,11.20
GeneticAlg,70,11.20
GeneticAlg,71,11.20
GeneticAlg,72,11.20
GeneticAlg,73,11.20
GeneticAlg,74,11.20
GeneticAlg,75,11.20
GeneticAlg,76,11.20
GeneticAlg,77,11.20
GeneticAlg,78,11.20
GeneticAlg,79,11.20
GeneticAlg,80,11.20
GeneticAlg,81,11.20
GeneticAlg,82,11.20
GeneticAlg,83,11.20
GeneticAlg,84,11.20
GeneticAlg,85,11.20
GeneticAlg,86,11.20
GeneticAlg,87,11.20
