Algorithm,Iteration,TotalConstraintViolations
AntColonyAlg,0,890
AntColonyAlg,1,872
AntColonyAlg,2,875
AntColonyAlg,3,875
AntColonyAlg,4,875
AntColonyAlg,5,892
AntColonyAlg,6,892
AntColonyAlg,7,892
AntColonyAlg,8,892
AntColonyAlg,9,892
AntColonyAlg,10,892
AntColonyAlg,11,892
AntColonyAlg,12,892
AntColonyAlg,13,892
AntColonyAlg,14,892
AntColonyAlg,15,892
AntColonyAlg,16,892
AntColonyAlg,17,892
AntColonyAlg,18,892
AntColonyAlg,19,882
AntColonyAlg,20,882
AntColonyAlg,21,882
AntColonyAlg,22,882
AntColonyAlg,23,882
AntColonyAlg,24,882
AntColonyAlg,25,882
AntColonyAlg,26,882
AntColonyAlg,27,882
AntColonyAlg,28,882
AntColonyAlg,29,882
AntColonyAlg,30,882
AntColonyAlg,31,882
AntColonyAlg,32,882
AntColonyAlg,33,882
AntColonyAlg,34,882
AntColonyAlg,35,882
AntColonyAlg,36,882
AntColonyAlg,37,882
AntColonyAlg,38,882
AntColonyAlg,39,882
AntColonyAlg,40,882
AntColonyAlg,41,882
AntColonyAlg,42,882
AntColonyAlg,43,882
AntColonyAlg,44,882
AntColonyAlg,45,882
AntColonyAlg,46,882
AntColonyAlg,47,882
AntColonyAlg,48,882
AntColonyAlg,49,882
AntColonyAlg,50,882
AntColonyAlg,51,882
AntColonyAlg,52,882
AntColonyAlg,53,882
AntColonyAlg,54,882
AntColonyAlg,55,882
AntColonyAlg,56,882
AntColonyAlg,57,882
AntColonyAlg,58,882
AntColonyAlg,59,882
AntColonyAlg,60,882
AntColonyAlg,61,882
AntColonyAlg,62,882
AntColonyAlg,63,882
AntColonyAlg,64,882
AntColonyAlg,65,882
AntColonyAlg,66,882
AntColonyAlg,67,882
AntColonyAlg,68,882
AntColonyAlg,69,882
AntColonyAlg,70,882
AntColonyAlg,71,882
AntColonyAlg,72,882
AntColonyAlg,73,882
AntColonyAlg,74,882
AntColonyAlg,75,882
AntColonyAlg,76,882
AntColonyAlg,77,882
AntColonyAlg,78,882
AntColonyAlg,79,882
AntColonyAlg,80,882
AntColonyAlg,81,882
AntColonyAlg,82,882
AntColonyAlg,83,882
AntColonyAlg,84,882
AntColonyAlg,85,882
AntColonyAlg,86,882
AntColonyAlg,87,882
AntColonyAlg,88,882
AntColonyAlg,89,882
AntColonyAlg,90,882
AntColonyAlg,91,882
AntColonyAlg,92,882
AntColonyAlg,93,882
AntColonyAlg,94,882
AntColonyAlg,95,882
AntColonyAlg,96,882
AntColonyAlg,97,882
AntColonyAlg,98,882
AntColonyAlg,99,882
