Algorithm,Iteration,TotalConstraintViolations
GeneticAlg,0,9
GeneticAlg,1,7
GeneticAlg,2,6
GeneticAlg,3,6
GeneticAlg,4,5
GeneticAlg,5,5
GeneticAlg,6,5
GeneticAlg,7,5
GeneticAlg,8,5
GeneticAlg,9,5
GeneticAlg,10,5
GeneticAlg,11,5
GeneticAlg,12,5
GeneticAlg,13,5
GeneticAlg,14,5
GeneticAlg,15,5
GeneticAlg,16,5
GeneticAlg,17,5
GeneticAlg,18,5
GeneticAlg,19,5
GeneticAlg,20,5
GeneticAlg,21,5
GeneticAlg,22,5
GeneticAlg,23,5
GeneticAlg,24,5
GeneticAlg,25,5
GeneticAlg,26,5
GeneticAlg,27,5
GeneticAlg,28,5
GeneticAlg,29,5
GeneticAlg,30,5
GeneticAlg,31,5
GeneticAlg,32,5
GeneticAlg,33,5
GeneticAlg,34,5
GeneticAlg,35,5
GeneticAlg,36,5
GeneticAlg,37,5
GeneticAlg,38,5
GeneticAlg,39,5
GeneticAlg,40,5
GeneticAlg,41,5
GeneticAlg,42,5
GeneticAlg,43,5
GeneticAlg,44,5
GeneticAlg,45,5
GeneticAlg,46,5
GeneticAlg,47,5
GeneticAlg,48,5
GeneticAlg,49,5
GeneticAlg,50,5
GeneticAlg,51,5
GeneticAlg,52,5
GeneticAlg,53,5
GeneticAlg,54,5
GeneticAlg,55,5
GeneticAlg,56,5
GeneticAlg,57,5
GeneticAlg,58,5
GeneticAlg,59,5
GeneticAlg,60,5
GeneticAlg,61,5
GeneticAlg,62,5
GeneticAlg,63,5
GeneticAlg,64,5
GeneticAlg,65,5
GeneticAlg,66,5
GeneticAlg,67,5
GeneticAlg,68,5
GeneticAlg,69,5
GeneticAlg,70,5
GeneticAlg,71,5
GeneticAlg,72,5
GeneticAlg,73,5
GeneticAlg,74,5
GeneticAlg,75,5
GeneticAlg,76,5
GeneticAlg,77,5
GeneticAlg,78,5
GeneticAlg,79,5
GeneticAlg,80,5
GeneticAlg,81,5
GeneticAlg,82,5
GeneticAlg,83,5
GeneticAlg,84,5
GeneticAlg,85,5
GeneticAlg,86,5
GeneticAlg,87,5
GeneticAlg,88,5
GeneticAlg,89,5
GeneticAlg,90,5
GeneticAlg,91,5
GeneticAlg,92,5
GeneticAlg,93,5
GeneticAlg,94,5
GeneticAlg,95,5
GeneticAlg,96,5
GeneticAlg,97,5
GeneticAlg,98,5
GeneticAlg,99,5
