Algorithm,Iteration,TotalConstraintViolations
AntColonyAlg,0,6
AntColonyAlg,1,5
AntColonyAlg,2,5
AntColonyAlg,3,5
AntColonyAlg,4,5
AntColonyAlg,5,5
AntColonyAlg,6,5
AntColonyAlg,7,5
AntColonyAlg,8,5
AntColonyAlg,9,5
AntColonyAlg,10,5
AntColonyAlg,11,5
AntColonyAlg,12,5
AntColonyAlg,13,5
AntColonyAlg,14,5
AntColonyAlg,15,5
AntColonyAlg,16,5
AntColonyAlg,17,5
AntColonyAlg,18,5
AntColonyAlg,19,5
AntColonyAlg,20,5
AntColonyAlg,21,5
AntColonyAlg,22,5
AntColonyAlg,23,5
AntColonyAlg,24,5
AntColonyAlg,25,5
AntColonyAlg,26,5
AntColonyAlg,27,5
AntColonyAlg,28,5
AntColonyAlg,29,5
AntColonyAlg,30,5
AntColonyAlg,31,5
AntColonyAlg,32,5
AntColonyAlg,33,5
AntColonyAlg,34,5
AntColonyAlg,35,5
AntColonyAlg,36,5
AntColonyAlg,37,5
AntColonyAlg,38,5
AntColonyAlg,39,5
AntColonyAlg,40,5
AntColonyAlg,41,5
AntColonyAlg,42,5
AntColonyAlg,43,5
AntColonyAlg,44,5
AntColonyAlg,45,5
AntColonyAlg,46,5
AntColonyAlg,47,5
AntColonyAlg,48,5
AntColonyAlg,49,5
AntColonyAlg,50,5
AntColonyAlg,51,5
AntColonyAlg,52,5
AntColonyAlg,53,5
AntColonyAlg,54,5
AntColonyAlg,55,5
AntColonyAlg,56,5
AntColonyAlg,57,5
AntColonyAlg,58,5
AntColonyAlg,59,5
AntColonyAlg,60,5
AntColonyAlg,61,5
AntColonyAlg,62,5
AntColonyAlg,63,5
AntColonyAlg,64,5
AntColonyAlg,65,5
AntColonyAlg,66,5
AntColonyAlg,67,5
AntColonyAlg,68,5
AntColonyAlg,69,5
AntColonyAlg,70,5
AntColonyAlg,71,5
AntColonyAlg,72,5
AntColonyAlg,73,5
AntColonyAlg,74,5
AntColonyAlg,75,5
AntColonyAlg,76,5
AntColonyAlg,77,5
AntColonyAlg,78,5
AntColonyAlg,79,5
AntColonyAlg,80,5
AntColonyAlg,81,5
AntColonyAlg,82,5
AntColonyAlg,83,5
AntColonyAlg,84,5
AntColonyAlg,85,5
AntColonyAlg,86,5
AntColonyAlg,87,5
AntColonyAlg,88,5
AntColonyAlg,89,5
AntColonyAlg,90,5
AntColonyAlg,91,5
AntColonyAlg,92,5
AntColonyAlg,93,5
AntColonyAlg,94,5
AntColonyAlg,95,5
AntColonyAlg,96,5
AntColonyAlg,97,5
AntColonyAlg,98,5
AntColonyAlg,99,5
