Algorithm,Iteration,TotalConstraintViolations
AntColonyAlg,0,106
AntColonyAlg,1,106
AntColonyAlg,2,106
AntColonyAlg,3,106
AntColonyAlg,4,106
AntColonyAlg,5,106
AntColonyAlg,6,106
AntColonyAlg,7,106
AntColonyAlg,8,102
AntColonyAlg,9,102
AntColonyAlg,10,102
AntColonyAlg,11,102
AntColonyAlg,12,102
AntColonyAlg,13,102
AntColonyAlg,14,102
AntColonyAlg,15,102
AntColonyAlg,16,102
AntColonyAlg,17,102
AntColonyAlg,18,102
AntColonyAlg,19,102
AntColonyAlg,20,102
AntColonyAlg,21,102
AntColonyAlg,22,102
AntColonyAlg,23,102
AntColonyAlg,24,102
AntColonyAlg,25,102
AntColonyAlg,26,102
AntColonyAlg,27,102
AntColonyAlg,28,102
AntColonyAlg,29,102
AntColonyAlg,30,102
AntColonyAlg,31,102
AntColonyAlg,32,102
AntColonyAlg,33,102
AntColonyAlg,34,102
AntColonyAlg,35,102
AntColonyAlg,36,102
AntColonyAlg,37,102
AntColonyAlg,38,102
AntColonyAlg,39,102
AntColonyAlg,40,102
AntColonyAlg,41,102
AntColonyAlg,42,102
AntColonyAlg,43,102
AntColonyAlg,44,102
AntColonyAlg,45,102
AntColonyAlg,46,102
AntColonyAlg,47,102
AntColonyAlg,48,102
AntColonyAlg,49,102
AntColonyAlg,50,102
AntColonyAlg,51,102
AntColonyAlg,52,102
AntColonyAlg,53,102
AntColonyAlg,54,102
AntColonyAlg,55,102
AntColonyAlg,56,102
AntColonyAlg,57,102
AntColonyAlg,58,102
AntColonyAlg,59,102
AntColonyAlg,60,102
AntColonyAlg,61,102
AntColonyAlg,62,102
AntColonyAlg,63,102
AntColonyAlg,64,102
AntColonyAlg,65,102
AntColonyAlg,66,102
AntColonyAlg,67,102
AntColonyAlg,68,102
AntColonyAlg,69,102
AntColonyAlg,70,102
AntColonyAlg,71,102
AntColonyAlg,72,102
AntColonyAlg,73,102
AntColonyAlg,74,102
AntColonyAlg,75,102
AntColonyAlg,76,102
AntColonyAlg,77,102
AntColonyAlg,78,102
AntColonyAlg,79,102
AntColonyAlg,80,102
AntColonyAlg,81,102
AntColonyAlg,82,103
AntColonyAlg,83,103
AntColonyAlg,84,103
AntColonyAlg,85,103
AntColonyAlg,86,103
AntColonyAlg,87,103
AntColonyAlg,88,103
AntColonyAlg,89,103
AntColonyAlg,90,103
AntColonyAlg,91,103
AntColonyAlg,92,103
AntColonyAlg,93,103
AntColonyAlg,94,103
AntColonyAlg,95,103
AntColonyAlg,96,103
AntColonyAlg,97,103
AntColonyAlg,98,103
AntColonyAlg,99,103
