Algorithm,Iteration,TotalConstraintViolations
GeneticAlg,0,134
GeneticAlg,1,130
GeneticAlg,2,135
GeneticAlg,3,129
GeneticAlg,4,125
GeneticAlg,5,123
GeneticAlg,6,117
GeneticAlg,7,117
GeneticAlg,8,114
GeneticAlg,9,114
GeneticAlg,10,111
GeneticAlg,11,111
GeneticAlg,12,111
GeneticAlg,13,109
GeneticAlg,14,108
GeneticAlg,15,108
GeneticAlg,16,106
GeneticAlg,17,105
GeneticAlg,18,105
GeneticAlg,19,105
GeneticAlg,20,105
GeneticAlg,21,105
GeneticAlg,22,105
GeneticAlg,23,105
GeneticAlg,24,105
GeneticAlg,25,105
GeneticAlg,26,105
GeneticAlg,27,105
GeneticAlg,28,105
GeneticAlg,29,105
GeneticAlg,30,105
GeneticAlg,31,105
GeneticAlg,32,105
GeneticAlg,33,105
GeneticAlg,34,105
GeneticAlg,35,105
GeneticAlg,36,105
GeneticAlg,37,105
GeneticAlg,38,105
GeneticAlg,39,105
GeneticAlg,40,105
GeneticAlg,41,105
GeneticAlg,42,105
GeneticAlg,43,105
GeneticAlg,44,105
GeneticAlg,45,105
GeneticAlg,46,105
GeneticAlg,47,105
GeneticAlg,48,105
GeneticAlg,49,105
GeneticAlg,50,105
GeneticAlg,51,105
GeneticAlg,52,105
GeneticAlg,53,105
GeneticAlg,54,105
GeneticAlg,55,105
GeneticAlg,56,105
GeneticAlg,57,105
GeneticAlg,58,105
GeneticAlg,59,105
GeneticAlg,60,105
GeneticAlg,61,105
GeneticAlg,62,105
GeneticAlg,63,105
GeneticAlg,64,105
GeneticAlg,65,105
GeneticAlg,66,105
GeneticAlg,67,105
GeneticAlg,68,105
GeneticAlg,69,105
GeneticAlg,70,105
GeneticAlg,71,105
GeneticAlg,72,105
GeneticAlg,73,105
GeneticAlg,74,105
GeneticAlg,75,105
GeneticAlg,76,105
GeneticAlg,77,105
GeneticAlg,78,105
GeneticAlg,79,105
GeneticAlg,80,105
GeneticAlg,81,105
GeneticAlg,82,105
GeneticAlg,83,105
GeneticAlg,84,105
GeneticAlg,85,105
GeneticAlg,86,105
GeneticAlg,87,105
GeneticAlg,88,105
GeneticAlg,89,105
GeneticAlg,90,105
GeneticAlg,91,105
GeneticAlg,92,105
GeneticAlg,93,105
GeneticAlg,94,105
GeneticAlg,95,105
GeneticAlg,96,105
GeneticAlg,97,105
GeneticAlg,98,105
GeneticAlg,99,105
