Algorithm,Iteration,TotalConstraintViolations
ParticleSwarmAlg,0,165
ParticleSwarmAlg,1,129
ParticleSwarmAlg,2,129
ParticleSwarmAlg,3,139
ParticleSwarmAlg,4,139
ParticleSwarmAlg,5,139
ParticleSwarmAlg,6,139
ParticleSwarmAlg,7,139
ParticleSwarmAlg,8,139
ParticleSwarmAlg,9,135
ParticleSwarmAlg,10,135
ParticleSwarmAlg,11,135
ParticleSwarmAlg,12,135
ParticleSwarmAlg,13,135
ParticleSwarmAlg,14,135
ParticleSwarmAlg,15,135
ParticleSwarmAlg,16,135
ParticleSwarmAlg,17,135
ParticleSwarmAlg,18,135
ParticleSwarmAlg,19,135
ParticleSwarmAlg,20,135
ParticleSwarmAlg,21,137
ParticleSwarmAlg,22,137
ParticleSwarmAlg,23,137
ParticleSwarmAlg,24,137
ParticleSwarmAlg,25,137
ParticleSwarmAlg,26,137
ParticleSwarmAlg,27,137
ParticleSwarmAlg,28,137
ParticleSwarmAlg,29,137
ParticleSwarmAlg,30,137
ParticleSwarmAlg,31,137
ParticleSwarmAlg,32,137
ParticleSwarmAlg,33,137
ParticleSwarmAlg,34,137
ParticleSwarmAlg,35,137
ParticleSwarmAlg,36,137
ParticleSwarmAlg,37,137
ParticleSwarmAlg,38,137
ParticleSwarmAlg,39,137
ParticleSwarmAlg,40,137
ParticleSwarmAlg,41,137
ParticleSwarmAlg,42,137
ParticleSwarmAlg,43,137
ParticleSwarmAlg,44,137
ParticleSwarmAlg,45,137
ParticleSwarmAlg,46,137
ParticleSwarmAlg,47,137
ParticleSwarmAlg,48,137
ParticleSwarmAlg,49,137
ParticleSwarmAlg,50,137
ParticleSwarmAlg,51,137
ParticleSwarmAlg,52,137
ParticleSwarmAlg,53,137
ParticleSwarmAlg,54,137
ParticleSwarmAlg,55,137
ParticleSwarmAlg,56,137
ParticleSwarmAlg,57,137
ParticleSwarmAlg,58,137
ParticleSwarmAlg,59,137
ParticleSwarmAlg,60,137
ParticleSwarmAlg,61,137
ParticleSwarmAlg,62,137
ParticleSwarmAlg,63,137
ParticleSwarmAlg,64,137
ParticleSwarmAlg,65,137
ParticleSwarmAlg,66,137
ParticleSwarmAlg,67,137
ParticleSwarmAlg,68,137
ParticleSwarmAlg,69,137
ParticleSwarmAlg,70,137
ParticleSwarmAlg,71,137
ParticleSwarmAlg,72,137
ParticleSwarmAlg,73,137
ParticleSwarmAlg,74,137
ParticleSwarmAlg,75,137
ParticleSwarmAlg,76,137
ParticleSwarmAlg,77,137
ParticleSwarmAlg,78,137
ParticleSwarmAlg,79,137
ParticleSwarmAlg,80,137
ParticleSwarmAlg,81,137
ParticleSwarmAlg,82,137
ParticleSwarmAlg,83,137
ParticleSwarmAlg,84,137
ParticleSwarmAlg,85,137
ParticleSwarmAlg,86,137
ParticleSwarmAlg,87,137
ParticleSwarmAlg,88,137
ParticleSwarmAlg,89,137
ParticleSwarmAlg,90,137
ParticleSwarmAlg,91,137
ParticleSwarmAlg,92,137
ParticleSwarmAlg,93,137
ParticleSwarmAlg,94,137
ParticleSwarmAlg,95,137
ParticleSwarmAlg,96,137
ParticleSwarmAlg,97,137
ParticleSwarmAlg,98,137
ParticleSwarmAlg,99,137
