Algorithm,Iteration,costValue
AntColonyAlg,0,3.80
AntColonyAlg,1,3.80
AntColonyAlg,2,3.60
AntColonyAlg,3,3.60
AntColonyAlg,4,3.60
AntColonyAlg,5,3.60
AntColonyAlg,6,3.60
AntColonyAlg,7,3.60
AntColonyAlg,8,3.60
AntColonyAlg,9,3.60
AntColonyAlg,10,3.60
AntColonyAlg,11,3.60
AntColonyAlg,12,3.60
AntColonyAlg,13,3.60
AntColonyAlg,14,3.60
AntColonyAlg,15,3.60
AntColonyAlg,16,3.60
AntColonyAlg,17,3.60
AntColonyAlg,18,3.60
AntColonyAlg,19,3.60
AntColonyAlg,20,3.60
AntColonyAlg,21,3.60
AntColonyAlg,22,3.60
AntColonyAlg,23,3.60
AntColonyAlg,24,3.60
AntColonyAlg,25,3.60
AntColonyAlg,26,3.60
AntColonyAlg,27,3.60
AntColonyAlg,28,3.60
AntColonyAlg,29,3.60
AntColonyAlg,30,3.60
AntColonyAlg,31,3.60
AntColonyAlg,32,3.60
AntColonyAlg,33,3.60
AntColonyAlg,34,3.60
AntColonyAlg,35,3.60
AntColonyAlg,36,3.60
AntColonyAlg,37,3.60
AntColonyAlg,38,3.60
AntColonyAlg,39,3.60
AntColonyAlg,40,3.60
AntColonyAlg,41,3.60
AntColonyAlg,42,3.60
AntColonyAlg,43,3.60
AntColonyAlg,44,3.60
AntColonyAlg,45,3.60
AntColonyAlg,46,3.60
AntColonyAlg,47,3.60
AntColonyAlg,48,3.60
AntColonyAlg,49,3.60
AntColonyAlg,50,3.60
AntColonyAlg,51,3.60
AntColonyAlg,52,3.60
AntColonyAlg,53,3.60
AntColonyAlg,54,3.60
AntColonyAlg,55,3.60
AntColonyAlg,56,3.60
AntColonyAlg,57,3.60
AntColonyAlg,58,3.60
AntColonyAlg,59,3.60
AntColonyAlg,60,3.60
AntColonyAlg,61,3.60
AntColonyAlg,62,3.60
AntColonyAlg,63,3.60
AntColonyAlg,64,3.60
AntColonyAlg,65,3.60
AntColonyAlg,66,3.60
AntColonyAlg,67,3.60
AntColonyAlg,68,3.60
AntColonyAlg,69,3.60
AntColonyAlg,70,3.60
AntColonyAlg,71,3.60
AntColonyAlg,72,3.60
AntColonyAlg,73,3.60
AntColonyAlg,74,3.60
AntColonyAlg,75,3.60
AntColonyAlg,76,3.60
AntColonyAlg,77,3.60
AntColonyAlg,78,3.60
AntColonyAlg,79,3.60
AntColonyAlg,80,3.60
AntColonyAlg,81,3.60
AntColonyAlg,82,3.60
AntColonyAlg,83,3.60
AntColonyAlg,84,3.60
AntColonyAlg,85,3.60
AntColonyAlg,86,3.60
AntColonyAlg,87,3.60
AntColonyAlg,88,3.60
AntColonyAlg,89,3.60
AntColonyAlg,90,3.60
AntColonyAlg,91,3.60
AntColonyAlg,92,3.60
AntColonyAlg,93,3.60
AntColonyAlg,94,3.60
AntColonyAlg,95,3.60
AntColonyAlg,96,3.60
AntColonyAlg,97,3.60
AntColonyAlg,98,3.60
AntColonyAlg,99,3.60
AntColonyAlg,0,3.60
AntColonyAlg,1,3.60
AntColonyAlg,2,3.60
AntColonyAlg,3,3.60
AntColonyAlg,4,3.60
AntColonyAlg,5,3.60
AntColonyAlg,6,3.60
AntColonyAlg,7,3.60
AntColonyAlg,8,3.60
AntColonyAlg,9,3.60
AntColonyAlg,10,3.60
AntColonyAlg,11,3.60
AntColonyAlg,12,3.60
AntColonyAlg,13,3.60
AntColonyAlg,14,3.60
AntColonyAlg,15,3.60
AntColonyAlg,16,3.60
AntColonyAlg,17,3.60
AntColonyAlg,18,3.60
AntColonyAlg,19,3.60
AntColonyAlg,20,3.60
AntColonyAlg,21,3.60
AntColonyAlg,22,3.60
