Algorithm,Iteration,TotalConstraintViolations
GeneticAlg,0,10
GeneticAlg,1,9
GeneticAlg,2,9
GeneticAlg,3,9
GeneticAlg,4,8
GeneticAlg,5,8
GeneticAlg,6,8
GeneticAlg,7,8
GeneticAlg,8,8
GeneticAlg,9,8
GeneticAlg,10,8
GeneticAlg,11,8
GeneticAlg,12,8
GeneticAlg,13,8
GeneticAlg,14,8
GeneticAlg,15,8
GeneticAlg,16,8
GeneticAlg,17,8
GeneticAlg,18,8
GeneticAlg,19,8
GeneticAlg,20,8
GeneticAlg,21,8
GeneticAlg,22,8
GeneticAlg,23,8
GeneticAlg,24,8
GeneticAlg,25,8
GeneticAlg,26,8
GeneticAlg,27,8
GeneticAlg,28,8
GeneticAlg,29,8
GeneticAlg,30,8
GeneticAlg,31,8
GeneticAlg,32,8
GeneticAlg,33,8
GeneticAlg,34,8
GeneticAlg,35,8
GeneticAlg,36,8
GeneticAlg,37,8
GeneticAlg,38,8
GeneticAlg,39,8
GeneticAlg,40,8
GeneticAlg,41,8
GeneticAlg,42,8
GeneticAlg,43,8
GeneticAlg,44,8
GeneticAlg,45,8
GeneticAlg,46,8
GeneticAlg,47,8
GeneticAlg,48,8
GeneticAlg,49,8
GeneticAlg,50,8
GeneticAlg,51,8
GeneticAlg,52,8
GeneticAlg,53,8
GeneticAlg,54,8
GeneticAlg,55,8
GeneticAlg,56,8
GeneticAlg,57,8
GeneticAlg,58,8
GeneticAlg,59,8
GeneticAlg,60,8
GeneticAlg,61,8
GeneticAlg,62,8
GeneticAlg,63,8
GeneticAlg,64,8
GeneticAlg,65,8
GeneticAlg,66,8
GeneticAlg,67,8
GeneticAlg,68,8
GeneticAlg,69,8
GeneticAlg,70,8
GeneticAlg,71,8
GeneticAlg,72,8
GeneticAlg,73,8
GeneticAlg,74,8
GeneticAlg,75,8
GeneticAlg,76,8
GeneticAlg,77,8
GeneticAlg,78,8
GeneticAlg,79,8
GeneticAlg,80,8
GeneticAlg,81,8
GeneticAlg,82,8
GeneticAlg,83,8
GeneticAlg,84,8
GeneticAlg,85,8
GeneticAlg,86,8
GeneticAlg,87,8
GeneticAlg,88,8
GeneticAlg,89,8
GeneticAlg,90,8
GeneticAlg,91,8
GeneticAlg,92,8
GeneticAlg,93,8
GeneticAlg,94,8
GeneticAlg,95,8
GeneticAlg,96,8
GeneticAlg,97,8
GeneticAlg,98,8
GeneticAlg,99,8
