Algorithm,Iteration,costValue
GeneticAlg,0,16.20
GeneticAlg,1,15.00
GeneticAlg,2,14.20
GeneticAlg,3,13.40
GeneticAlg,4,13.20
GeneticAlg,5,13.00
GeneticAlg,6,13.00
GeneticAlg,7,12.60
GeneticAlg,8,12.60
GeneticAlg,9,12.60
GeneticAlg,10,12.60
GeneticAlg,11,12.60
GeneticAlg,12,12.40
GeneticAlg,13,12.40
GeneticAlg,14,12.40
GeneticAlg,15,12.40
GeneticAlg,16,12.40
GeneticAlg,17,12.40
GeneticAlg,18,12.40
GeneticAlg,19,12.40
GeneticAlg,20,12.40
GeneticAlg,21,12.40
GeneticAlg,22,12.40
GeneticAlg,23,12.40
GeneticAlg,24,12.40
GeneticAlg,25,12.40
GeneticAlg,26,12.40
GeneticAlg,27,12.40
GeneticAlg,28,12.40
GeneticAlg,29,12.40
GeneticAlg,30,12.40
GeneticAlg,31,12.40
GeneticAlg,32,12.40
GeneticAlg,33,12.40
GeneticAlg,34,12.40
GeneticAlg,35,12.40
GeneticAlg,36,12.40
GeneticAlg,37,12.40
GeneticAlg,38,12.40
GeneticAlg,39,12.40
GeneticAlg,40,12.40
GeneticAlg,41,12.40
GeneticAlg,42,12.40
GeneticAlg,43,12.40
GeneticAlg,44,12.40
GeneticAlg,45,12.40
GeneticAlg,46,12.40
GeneticAlg,47,12.40
GeneticAlg,48,12.40
GeneticAlg,49,12.40
GeneticAlg,50,12.40
GeneticAlg,51,12.40
GeneticAlg,52,12.40
GeneticAlg,53,12.40
GeneticAlg,54,12.40
GeneticAlg,55,12.40
GeneticAlg,56,12.40
GeneticAlg,57,12.40
GeneticAlg,58,12.40
GeneticAlg,59,12.40
GeneticAlg,60,12.40
GeneticAlg,61,12.40
GeneticAlg,62,12.40
GeneticAlg,63,12.40
GeneticAlg,64,12.40
GeneticAlg,65,12.40
GeneticAlg,66,12.40
GeneticAlg,67,12.40
GeneticAlg,68,12.40
GeneticAlg,69,12.40
GeneticAlg,70,12.40
GeneticAlg,71,12.40
GeneticAlg,72,12.40
GeneticAlg,73,12.40
GeneticAlg,74,12.40
GeneticAlg,75,12.40
GeneticAlg,76,12.40
GeneticAlg,77,12.40
GeneticAlg,78,12.40
GeneticAlg,79,12.40
GeneticAlg,80,12.40
GeneticAlg,81,12.40
GeneticAlg,82,12.40
GeneticAlg,83,12.40
GeneticAlg,84,12.40
GeneticAlg,85,12.40
GeneticAlg,86,12.40
GeneticAlg,87,12.40
GeneticAlg,88,12.40
GeneticAlg,89,12.40
GeneticAlg,90,12.40
GeneticAlg,91,12.40
GeneticAlg,92,12.40
GeneticAlg,93,12.40
GeneticAlg,94,12.40
GeneticAlg,95,12.40
GeneticAlg,96,12.40
GeneticAlg,97,12.40
GeneticAlg,98,12.40
GeneticAlg,99,12.40
GeneticAlg,0,14.80
GeneticAlg,1,14.60
GeneticAlg,2,12.80
GeneticAlg,3,12.80
GeneticAlg,4,12.60
GeneticAlg,5,12.60
GeneticAlg,6,12.60
GeneticAlg,7,12.40
GeneticAlg,8,12.40
GeneticAlg,9,12.40
GeneticAlg,10,12.40
GeneticAlg,11,12.40
GeneticAlg,12,12.40
GeneticAlg,13,12.40
GeneticAlg,14,12.40
GeneticAlg,15,12.40
GeneticAlg,16,12.40
GeneticAlg,17,12.20
GeneticAlg,18,12.20
GeneticAlg,19,12.20
GeneticAlg,20,12.20
GeneticAlg,21,12.20
GeneticAlg,22,12.20
GeneticAlg,23,12.20
GeneticAlg,24,12.20
GeneticAlg,25,12.20
GeneticAlg,26,12.20
GeneticAlg,27,12.20
GeneticAlg,28,12.20
GeneticAlg,29,12.20
