Algorithm,Iteration,TotalConstraintViolations
GeneticAlg,0,827
GeneticAlg,1,788
GeneticAlg,2,777
GeneticAlg,3,771
GeneticAlg,4,759
GeneticAlg,5,747
GeneticAlg,6,747
GeneticAlg,7,746
GeneticAlg,8,745
GeneticAlg,9,740
GeneticAlg,10,745
GeneticAlg,11,728
GeneticAlg,12,719
GeneticAlg,13,725
GeneticAlg,14,711
GeneticAlg,15,711
GeneticAlg,16,711
GeneticAlg,17,711
GeneticAlg,18,711
GeneticAlg,19,711
GeneticAlg,20,711
GeneticAlg,21,711
GeneticAlg,22,700
GeneticAlg,23,700
GeneticAlg,24,700
GeneticAlg,25,700
GeneticAlg,26,700
GeneticAlg,27,699
GeneticAlg,28,699
GeneticAlg,29,699
GeneticAlg,30,699
GeneticAlg,31,699
GeneticAlg,32,699
GeneticAlg,33,699
GeneticAlg,34,699
GeneticAlg,35,699
GeneticAlg,36,699
GeneticAlg,37,699
GeneticAlg,38,699
GeneticAlg,39,699
GeneticAlg,40,699
GeneticAlg,41,699
GeneticAlg,42,699
GeneticAlg,43,690
GeneticAlg,44,686
GeneticAlg,45,686
GeneticAlg,46,686
GeneticAlg,47,686
GeneticAlg,48,686
GeneticAlg,49,686
GeneticAlg,50,687
GeneticAlg,51,687
GeneticAlg,52,687
GeneticAlg,53,687
GeneticAlg,54,687
GeneticAlg,55,687
GeneticAlg,56,687
GeneticAlg,57,687
GeneticAlg,58,687
GeneticAlg,59,687
GeneticAlg,60,687
GeneticAlg,61,687
GeneticAlg,62,687
GeneticAlg,63,687
GeneticAlg,64,687
GeneticAlg,65,687
GeneticAlg,66,687
GeneticAlg,67,687
GeneticAlg,68,687
GeneticAlg,69,687
GeneticAlg,70,687
GeneticAlg,71,687
GeneticAlg,72,682
GeneticAlg,73,682
GeneticAlg,74,682
GeneticAlg,75,682
GeneticAlg,76,682
GeneticAlg,77,682
GeneticAlg,78,682
GeneticAlg,79,682
GeneticAlg,80,682
GeneticAlg,81,682
GeneticAlg,82,682
GeneticAlg,83,682
GeneticAlg,84,682
GeneticAlg,85,682
GeneticAlg,86,682
GeneticAlg,87,681
GeneticAlg,88,681
GeneticAlg,89,681
GeneticAlg,90,681
GeneticAlg,91,681
GeneticAlg,92,681
GeneticAlg,93,681
GeneticAlg,94,681
GeneticAlg,95,681
GeneticAlg,96,681
GeneticAlg,97,681
GeneticAlg,98,681
GeneticAlg,99,681
