Algorithm,Iteration,TotalConstraintViolations
GeneticAlg,0,1096
GeneticAlg,1,1096
GeneticAlg,2,1096
GeneticAlg,3,1096
GeneticAlg,4,1096
GeneticAlg,5,1096
GeneticAlg,6,1096
GeneticAlg,7,1096
GeneticAlg,8,1096
GeneticAlg,9,1096
GeneticAlg,10,1096
GeneticAlg,11,1096
GeneticAlg,12,1096
GeneticAlg,13,1096
GeneticAlg,14,1096
GeneticAlg,15,1096
GeneticAlg,16,1096
GeneticAlg,17,1096
GeneticAlg,18,1096
GeneticAlg,19,1096
GeneticAlg,20,1096
GeneticAlg,21,1096
GeneticAlg,22,1096
GeneticAlg,23,1096
GeneticAlg,24,1096
GeneticAlg,25,1096
GeneticAlg,26,1096
GeneticAlg,27,1096
GeneticAlg,28,1096
GeneticAlg,29,1096
GeneticAlg,30,1096
GeneticAlg,31,1096
GeneticAlg,32,1096
GeneticAlg,33,1096
GeneticAlg,34,1096
GeneticAlg,35,1096
GeneticAlg,36,1096
GeneticAlg,37,1096
GeneticAlg,38,1096
GeneticAlg,39,1096
GeneticAlg,40,1096
GeneticAlg,41,1096
GeneticAlg,42,1096
GeneticAlg,43,1096
GeneticAlg,44,1096
GeneticAlg,45,1096
GeneticAlg,46,1096
GeneticAlg,47,1096
GeneticAlg,48,1096
GeneticAlg,49,1096
GeneticAlg,50,1096
GeneticAlg,51,1096
GeneticAlg,52,1096
GeneticAlg,53,1096
GeneticAlg,54,1096
GeneticAlg,55,1096
GeneticAlg,56,1096
GeneticAlg,57,1096
GeneticAlg,58,1096
GeneticAlg,59,1096
GeneticAlg,60,1096
GeneticAlg,61,1096
GeneticAlg,62,1096
GeneticAlg,63,1096
GeneticAlg,64,1096
GeneticAlg,65,1096
GeneticAlg,66,1096
GeneticAlg,67,1096
GeneticAlg,68,1096
GeneticAlg,69,1096
GeneticAlg,70,1096
GeneticAlg,71,1096
GeneticAlg,72,1096
GeneticAlg,73,1096
GeneticAlg,74,1096
GeneticAlg,75,1096
GeneticAlg,76,1096
GeneticAlg,77,1096
GeneticAlg,78,1096
GeneticAlg,79,1096
GeneticAlg,80,1096
GeneticAlg,81,1096
GeneticAlg,82,1096
GeneticAlg,83,1096
GeneticAlg,84,1096
GeneticAlg,85,1096
GeneticAlg,86,1096
GeneticAlg,87,1096
GeneticAlg,88,1096
GeneticAlg,89,1096
GeneticAlg,90,1096
GeneticAlg,91,1096
GeneticAlg,92,1096
GeneticAlg,93,1096
GeneticAlg,94,1096
GeneticAlg,95,1096
GeneticAlg,96,1096
GeneticAlg,97,1096
GeneticAlg,98,1096
GeneticAlg,99,1096
